ihghgighi;contaCreditoCode;data;valor;historico;numeroDocumento
3.1.2.02.002;2.1.4.01.007;25/08/2025;2887.5;OP: 8005 PREST. SERV. NF N° 000252 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.1.2.02.003;2.1.4.01.008;25/08/2025;13300;OP: 8005 PREST. SERV. NF N° 000252 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
1.1.2.01.000064;3.1.1.01.001;25/08/2025;126684.33;OP: 8005 PREST. SERV. NF N° 000253 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.1.2.01.001;2.1.4.01.001;25/08/2025;2533.69;OP: 8005 PREST. SERV. NF N° 000253 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.1.2.02.002;2.1.4.01.007;25/08/2025;2090.29;OP: 8005 PREST. SERV. NF N° 000253 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.1.2.02.003;2.1.4.01.008;25/08/2025;9628.01;OP: 8005 PREST. SERV. NF N° 000253 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
1.1.2.01.000397;3.1.1.03.001;27/08/2025;1644.87;OP 8001 - VENDA NF 002935 000397 ALD BIOENERGIA DECIOLANDIA SA;NFS
3.1.2.02.002;2.1.4.01.007;27/08/2025;26.05;OP 8001 - VENDA - PIS NF 002935 000397 ALD BIOENERGIA DECIOLANDIA SA;NFS
3.1.2.02.003;2.1.4.01.008;27/08/2025;120.01;OP 8001 - VENDA - COFINS S/ NF 002935 000397 ALD BIOENERGIA DECIOLANDIA SA;NFS
3.1.2.02.004;2.1.4.01.003;27/08/2025;65.79;OP 8001 - VENDA - ICMS S/ NF 002935 ALD BIOENERGIA DECIOLANDIA SA;NFS
3.2.1.03.001;1.1.5.01.002;27/08/2025;1693.34;OP 8001 - VENDA - CUSTO REF. NF. 002935 - 000397 ALD BIOENERGIA DECIOLANDIA SA;NFS
1.1.2.01.000397;3.1.1.03.001;27/08/2025;10099.48;OP 8001 - VENDA NF 002936 000397 ALD BIOENERGIA DECIOLANDIA SA;NFS
3.1.2.02.001;2.1.4.01.006;27/08/2025;775.72;OP 8001 - VENDA - IPI S/ NF 002936 000397 ALD BIOENERGIA DECIOLANDIA SA;NFS
3.1.2.02.002;2.1.4.01.007;27/08/2025;125.51;OP 8001 - VENDA - PIS NF 002936 000397 ALD BIOENERGIA DECIOLANDIA SA;NFS
3.1.2.02.003;2.1.4.01.008;27/08/2025;578.12;OP 8001 - VENDA - COFINS S/ NF 002936 000397 ALD BIOENERGIA DECIOLANDIA SA;NFS
3.1.2.02.004;2.1.4.01.003;27/08/2025;349.27;OP 8001 - VENDA - ICMS S/ NF 002936 ALD BIOENERGIA DECIOLANDIA SA;NFS
3.1.2.02.005;2.1.4.01.004;27/08/2025;1367.64;OP 8001 - VENDA - ICMS ST S/ NF 002936 000397 ALD BIOENERGIA DECIOLANDIA SA;NFS
3.2.1.03.001;1.1.5.01.002;27/08/2025;3999.86;OP 8001 - VENDA - CUSTO REF. NF. 002936 - 000397 ALD BIOENERGIA DECIOLANDIA SA;NFS
1.1.2.01.000024;3.1.1.03.001;27/08/2025;327970.06;OP 8001 - VENDA NF 002937 000024 BRF S.A.;NFS
3.1.2.02.001;2.1.4.01.006;27/08/2025;16211.44;OP 8001 - VENDA - IPI S/ NF 002937 000024 BRF S.A.;NFS
3.1.2.02.002;2.1.4.01.007;27/08/2025;4927.56;OP 8001 - VENDA - PIS NF 002937 000024 BRF S.A.;NFS
3.1.2.02.003;2.1.4.01.008;27/08/2025;22696.63;OP 8001 - VENDA - COFINS S/ NF 002937 000024 BRF S.A.;NFS
3.1.2.02.004;2.1.4.01.003;27/08/2025;13118.81;OP 8001 - VENDA - ICMS S/ NF 002937 BRF S.A.;NFS
3.2.1.03.001;1.1.5.01.002;27/08/2025;121420.28;OP 8001 - VENDA - CUSTO REF. NF. 002937 - 000024 BRF S.A.;NFS
1.1.2.01.000025;3.1.1.03.001;27/08/2025;12232.92;OP 8001 - VENDA NF 002938 000025 CARGILL AGRICOLA S A;NFS
3.1.2.02.002;2.1.4.01.007;27/08/2025;177.62;OP 8001 - VENDA - PIS NF 002938 000025 CARGILL AGRICOLA S A;NFS
3.1.2.02.003;2.1.4.01.008;27/08/2025;818.14;OP 8001 - VENDA - COFINS S/ NF 002938 000025 CARGILL AGRICOLA S A;NFS
3.1.2.02.004;2.1.4.01.003;27/08/2025;1467.95;OP 8001 - VENDA - ICMS S/ NF 002938 CARGILL AGRICOLA S A;NFS
3.2.1.03.001;1.1.5.01.002;27/08/2025;8411.39;OP 8001 - VENDA - CUSTO REF. NF. 002938 - 000025 CARGILL AGRICOLA S A;NFS
1.1.2.01.000275;3.1.1.03.001;27/08/2025;429420.22;OP 8001 - VENDA NF 002939 000275 INPASA AGROINDUSTRIAL SA;NFS
3.1.2.02.001;2.1.4.01.006;27/08/2025;21226.09;OP 8001 - VENDA - IPI S/ NF 002939 000275 INPASA AGROINDUSTRIAL SA;NFS
3.1.2.02.002;2.1.4.01.007;27/08/2025;6451.79;OP 8001 - VENDA - PIS NF 002939 000275 INPASA AGROINDUSTRIAL SA;NFS
3.1.2.02.003;2.1.4.01.008;27/08/2025;29717.32;OP 8001 - VENDA - COFINS S/ NF 002939 000275 INPASA AGROINDUSTRIAL SA;NFS
3.1.2.02.004;2.1.4.01.003;27/08/2025;17176.81;OP 8001 - VENDA - ICMS S/ NF 002939 INPASA AGROINDUSTRIAL SA;NFS
3.2.1.03.001;1.1.5.01.002;27/08/2025;158973.15;OP 8001 - VENDA - CUSTO REF. NF. 002939 - 000275 INPASA AGROINDUSTRIAL SA;NFS
1.1.2.01.000027;3.1.1.03.001;27/08/2025;191213.34;OP 8001 - VENDA NF 002941 000027 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.1.2.02.001;2.1.4.01.006;27/08/2025;1927.98;OP 8001 - VENDA - IPI S/ NF 002941 000027 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.1.2.02.002;2.1.4.01.007;27/08/2025;2978.7;OP 8001 - VENDA - PIS NF 002941 000027 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.1.2.02.003;2.1.4.01.008;27/08/2025;13720.08;OP 8001 - VENDA - COFINS S/ NF 002941 000027 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.1.2.02.004;2.1.4.01.003;27/08/2025;7602.29;OP 8001 - VENDA - ICMS S/ NF 002941 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.1.2.02.005;2.1.4.01.004;27/08/2025;1155.67;OP 8001 - VENDA - ICMS ST S/ NF 002941 000027 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.2.1.03.001;1.1.5.01.002;27/08/2025;91941.17;OP 8001 - VENDA - CUSTO REF. NF. 002941 - 000027 FS AGRISOLUTIONS INDUSTRIA DE BIOCOMBUSTIVEIS LTDA;NFS
3.3.4.01.008;2.1.4.01.003;28/08/2025;454.03;OP 8016 ICMS OUTRAS SAIDAS REF NF 002942 SOCIEDADE DE BEBIDAS PANIZZON  LTDA;NFS
1.1.2.02.000050;3.1.1.01.003;29/08/2025;8084;OP: 8005 PREST. SERV. NF N° 000254 FLOTTWEG SE;NFS
3.1.2.01.001;2.1.4.01.001;29/08/2025;161.68;OP: 8005 PREST. SERV. NF N° 000254 FLOTTWEG SE;NFS
1.1.1.02.004;;28/08/2025;1000000;TRANSFERENCIA BANCARIA TRANSF. DO BRADESCO 28082025;TRBAN
;1.1.1.02.003;28/08/2025;1000000;TRANSFERENCIA BANCARIA TRANSF. DO BRADESCO 28082025;TRBAN
1.1.1.02.004;;29/08/2025;1000000;TRANSFERENCIA BANCARIA TRANSF. DO BRADESCO 29082025;TRBAN
;1.1.1.02.003;29/08/2025;1000000;TRANSFERENCIA BANCARIA TRANSF. DO BRADESCO 29082025;TRBAN
1.1.1.02.004;;15/08/2025;1000000;TRANSFERENCIA BANCARIA TRANSF. DO BRADESCO 15082025;TRBAN
;1.1.1.02.003;15/08/2025;1000000;TRANSFERENCIA BANCARIA TRANSF. DO BRADESCO 15082025;TRBAN
1.1.1.02.004;;19/08/2025;1000000;TRANSFERENCIA BANCARIA TRANSF. DO BRADESCO 19082025;TRBAN
;1.1.1.02.003;19/08/2025;1000000;TRANSFERENCIA BANCARIA TRANSF. DO BRADESCO 19082025;TRBAN
3.6.1.01.001;2.1.4.02.001;31/08/2025;1664212.16;VR PROVISAO IRPJ ;CONCIL
3.6.1.01.002;2.1.4.02.002;31/08/2025;587726.44;VR PROVISAO CSLL ;CONCIL
3.3.3.09.014;3.3.3.09.025;01/08/2025;5807.5;"VR.RECLASSIFICACAO REF. PROVISAO GANHO COM HEDGE 
PROC 69931";CONCIL
3.3.3.09.025;3.3.3.09.014;01/08/2025;5807.5;VR RECLASSIFICACAO REVERSAO REF PROVISAO GANHO COM HEDGE OPERACAO 69931;CONCIL
3.3.3.09.014;3.3.3.09.025;01/08/2025;55088.4;"VR RECLASSIFICACAO PROVISAO GANHO COM HEDGE PROC 
25F02653058";CONCIL
3.3.3.09.014;3.3.3.09.025;01/08/2025;4221.18;"VR RECLASSIFICACAO PROVISAO GANHO COM HEDGE PROC 
25F02810288";CONCIL
3.3.3.09.025;3.3.3.09.014;01/08/2025;55088.4;"VR RECLASSIFICACA REVERSAO PROVISAO GANHO COM 
HEDGE PROC 25F02653058";CONCIL
3.3.3.09.025;3.3.3.09.014;01/08/2025;4221.18;"VR RECLASSIFICACAO REVERSAO PROVISAO GANHO COM 
HEDGE PROC 25F02810288";CONCIL
3.3.3.09.009;1.1.5.03.001;31/08/2025;5342.99;VR PROVISAO DO MES PERDAS ESTOQUE-MAQUINAS AC2510;CONCIL
3.3.2.01.006;3.3.3.01.003;01/08/2025;1944.73;"RECLASSIFICACAO OP 5014: AQUISICAO SERVICO NFS 2796095 
DELL COMPUTADORES DO BRASIL LTDA ";RECLA
3.3.2.01.004;3.3.2.01.002;07/08/2025;29230.95;"RECLASSIFICACAO OP 5014: AQUISICAO SERVICO NFS 5830 
KROLL BRASIL LTDA.";RECLA
2.1.2.03.000050;1.1.3.05.001;27/08/2025;1046977.41;"VR BX COMPENSACAO IMPORTACAO - NF 002929 
FLOTTWEG SE PROC  000534 IMP009522/25";CONCIL
3.3.3.05.002;3.3.3.02.005;31/08/2025;30.84;DESC DIVERSOS ;CONCIL
2.1.4.01.007;3.1.2.02.002;01/09/2025;38034.67;VR AJ PIS NF 2795 TERNILUN BRASIL INDEVIDO;CONCIL
2.1.4.01.008;3.1.2.02.003;01/09/2025;175190.01;VR AJ COFINS NF 2795-TERNILUM BRASIL;CONCIL
3.3.1.01.001;;30/09/2025;57045;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;26940.7;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;10928.75;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;4350;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;7350;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;4900;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;51732.52;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;25337.48;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;27583.85;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;22241.43;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;84338.29;SALÁRIO BASE;FIL095
3.3.1.01.001;;30/09/2025;28304.55;SALÁRIO BASE;FIL095
3.3.1.01.014;;30/09/2025;2518.79;AJUDA DE CUSTO;FIL095
3.3.1.01.014;;30/09/2025;1300;AJUDA DE CUSTO;FIL095
3.3.1.01.014;;30/09/2025;650;AJUDA DE CUSTO;FIL095
3.3.1.01.014;;30/09/2025;650;AJUDA DE CUSTO;FIL095
3.3.1.01.014;;30/09/2025;650;AJUDA DE CUSTO;FIL095
3.3.1.01.014;;30/09/2025;300;AJUDA DE CUSTO;FIL095
;2.1.3.02.001;30/09/2025;951.62;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;951.62;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;1161.43;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;418.58;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;838.58;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;495.58;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;1903.24;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;1903.24;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;951.62;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;951.62;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;6477.26;INSS SALARIO;FIL095
;2.1.3.02.001;30/09/2025;951.62;INSS SALARIO;FIL095
;2.1.3.02.004;30/09/2025;14464.81;IRRF SALARIO;FIL095
;2.1.3.02.004;30/09/2025;6186.13;IRRF SALARIO;FIL095
;2.1.3.02.004;30/09/2025;881.34;IRRF SALARIO;FIL095
;2.1.3.02.004;30/09/2025;829.77;IRRF SALARIO;FIL095
;2.1.3.02.004;30/09/2025;272.85;IRRF SALARIO;FIL095
;2.1.3.02.004;30/09/2025;11885.59;IRRF SALARIO;FIL095
;2.1.3.02.004;30/09/2025;4626.96;IRRF SALARIO;FIL095
;2.1.3.02.004;30/09/2025;6415.13;IRRF SALARIO;FIL095
;2.1.3.02.004;30/09/2025;4893.83;IRRF SALARIO;FIL095
;2.1.3.02.004;30/09/2025;14716.65;IRRF SALARIO;FIL095
;2.1.3.02.004;30/09/2025;6613.33;IRRF SALARIO;FIL095
;2.1.3.01.004;30/09/2025;1297.37;PENSAO ALIMENTÍCIA S/SALÁRIO(%);FIL095
;2.1.3.01.004;30/09/2025;456.31;PENSAO ALIMENTICIA (V);FIL095
;1.1.3.01.001;30/09/2025;22818;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;10776.28;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;4371.5;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;1740;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;2940;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;1960;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;20693.01;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;10134.99;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;11033.54;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;8896.57;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;33735.32;DESC ADIANTAMENTO SALÁRIO;FIL095
;1.1.3.01.001;30/09/2025;11321.82;DESC ADIANTAMENTO SALÁRIO;FIL095
;2.1.3.01.006;30/09/2025;1276.33;EMPRESTIMO PESSOAL ECONSIGNADO DESC;FIL095
;2.1.3.01.006;30/09/2025;804.53;EMPRESTIMO PESSOAL ECONSIGNADO DESC;FIL095
3.3.1.03.011;;30/09/2025;2281.8;PREV PRIVADA PAGTO(AJUDA CUSTO);FIL095
;3.3.1.03.003;30/09/2025;99;CONV. MÉDICO - UNIMED- COPART;FIL095
;3.3.1.03.003;30/09/2025;99;CONV. MÉDICO - UNIMED- COPART;FIL095
;3.3.1.03.003;30/09/2025;210;CONV. MÉDICO - UNIMED- COPART;FIL095
;3.3.1.03.003;30/09/2025;144;CONV. MÉDICO - UNIMED- COPART;FIL095
;3.3.1.03.003;30/09/2025;279;CONV. MÉDICO - UNIMED- COPART;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;11409;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;5388.14;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;2185.75;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;870;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;1470;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;980;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;10346.5;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;5067.5;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;5516.77;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;4448.29;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;16867.66;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;5660.91;VL CONTRIB. PREVID. PATRONAL;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;570.45;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;269.41;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;109.29;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;43.5;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;73.5;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;49;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;517.33;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;253.38;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;275.84;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;222.41;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;843.38;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;283.05;VL RAT;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;3308.61;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;1562.56;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;633.87;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;252.3;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;426.3;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;284.2;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;3000.49;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;1469.58;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;1599.86;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;1290;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;4891.62;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.001;2.1.3.02.001;30/09/2025;1641.66;VL OUTRAS ENTIDADES;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;4563.6;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;2155.25;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;874.3;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;348;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;588;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;392;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;4138.6;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;2026.99;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;2206.7;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;1779.31;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;6747.05;VL FGTS SALÁRIO;FIL095
3.3.1.02.002;2.1.3.02.003;30/09/2025;2264.36;VL FGTS SALÁRIO;FIL095
;2.1.3.01.001;30/09/2025;20993.37;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;11545.46;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;5715.48;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;57.72;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;3247.65;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;2821.57;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;17250.68;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;8672.29;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;9183.56;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;7499.41;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;28169.22;LIQUIDO SALARIO;FIL095
;2.1.3.01.001;30/09/2025;9417.78;LIQUIDO SALARIO;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;6338.34;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;3073.83;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;1225.34;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;483.34;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;816.67;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;544.44;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;5748.07;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;2853.66;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;3064.88;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;2471.27;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;8576.99;PROVISÃO DE FÉRIAS;FIL095
3.3.1.01.018;2.1.3.03.001;30/09/2025;3144.96;PROVISÃO DE FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;1698.68;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;823.79;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;328.39;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;129.54;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;218.87;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;145.91;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;1540.49;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;764.77;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;821.38;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;662.3;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;2298.62;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.003;2.1.3.03.002;30/09/2025;842.85;PROVISÃO DE INSS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;507.06;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;245.91;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;98.02;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;38.66;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;65.33;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;43.56;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;459.85;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;228.3;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;245.19;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;197.7;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;686.17;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.02.004;2.1.3.03.003;30/09/2025;251.6;PROVISÃO DE FGTS S/FÉRIAS;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;4753.75;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;2245.06;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;910.73;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;362.5;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;612.5;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;408.33;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;4311.05;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;2111.47;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;2298.66;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;1853.45;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;7028.2;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.01.019;2.1.3.03.004;30/09/2025;2358.71;PROVISÃO DE 13 SALÁRIO;FIL095
3.3.1.02.005;2.1.3.03.005;30/09/2025;1274;PROVISÃO DE INSS/13 SALÁRIO;FIL095
3.3.1.02.005;2.1.3.03.005;30/09/2025;601.68;PROVISÃO DE INSS/13 SALÁRIO;FIL095
